,article_id,typo,is_real_typo
236,291340,分，一名姓陳38歲男子與同伴坐船前往西貢____短____咀潛水，眾人潛完後上船，發現事主不知所蹤,0.0
237,290111,空中廊橋終於迎來了好消息，蓮花山公園至深____業____上城段正式開通，這段全長約300米的「空,0.0
238,290111,着大霧霾天又去蓮花山走了一趟。為什麼要說____又____呢？一個多月前為了看蓮花山公園的簕杜鵑市,0.0
239,290111,又呢？一個多月前為了看蓮花山公園的簕杜鵑____市____花展，小編連續去了兩次，那時候可是「人山,0.0
240,290111,冷清，小編原本以為這裏新開放了一座連通深____業____上城的廊橋會有很多人，結果並沒有，可能是,0.0
241,290111,這座神秘的廊橋。 蓮花山下蓮花湖　風光好____來____杉葉紅 從深圳地鐵少年宮站F出口過來，從,0.0
242,290111,要注意安全，不要掉進湖裏。 蓮花山頂觀景____佳____　滿眼盡是大紅花 在山下逛了小半圈完全沒,0.0
243,290111,注意安全，不要掉進湖裏。 蓮花山頂觀景佳____　____滿眼盡是大紅花 在山下逛了小半圈完全沒看,0.0
244,291342,竹，於今年1月至今，在全港多個地點展開突____掔____搜查行動，共破獲14宗相關案件，檢獲約1,1.0
245,291345,____外____隊今日（3日）大軍壓境，鳥栖砂岩、山東魯,0.0
246,291345,力去比上季做得更好，我們要先集中在季前季____身____階段準備好自己，也要好好準備球季第一戰。,1.0
247,289975,醜到什麼地步？@娜娜：「又黑又醜又瘦，還____泡____腫眼，朋友圈都不想發了……」@小哇：「剖,0.0
248,289975,奶後的滿足臉，這太滿足了…（日本通網） ____圓____（日本通網） 這角度好可怕！（日本通網）,0.0
249,289975,網） 別逼我發功！（日本通網） 鼻孔擴張____張____（日本通網） 白眼你真翻不過我（日本通網,1.0
250,291253,隊RubberBand主音6號、小肥、雷____深____如等好友皆無人接聽，令佢不禁反思：「我係,0.0
251,291347,____怪____火！繼今（3日）早葵涌石籬邨兩輛電單車離,0.0
252,291346,相信收到香蕉的人直到它腐爛也不會吃掉。 ____機____構負責人史密斯（Anna Smith）表,0.0
253,291262,響》及《逆流大叔》大獲好評的余香凝，展望____豬____年能夠接拍更多能夠反映社會問題的電影，就,0.0
254,291262,確咬字，戒掉多年的懶音。至於麥子樂則希望____豬____年能與老闆古天樂合作拍電影：「 希望可以,0.0
255,291231,Luxe Manor 說自己角色：祁德勝____心____哋可能幾好㗎！ 煲劇者，心水清。 意思是,0.0
256,291231,【短暫的婚姻．專訪預告】林海峰都輸   ____禤____思敏爆肚：慢煲炆細火？ 跨年綵排《短暫的,0.0
257,287882,港都設「禁餵區」，未來會教育市民勿餵飼。____想____成效不彰，不排除立法。 野豬原是郊野原生,1.0
258,290001,好轉校，結束八個月的受欺凌歲月。 剛轉校____及____不「埋堆」　慘成欺凌對象 「佢哋俾人撳低,0.0
259,290001,圾桶笠頭，有人負責按着他手腳，讓他動彈不____得____，再毆打身體各個部位，包括手臂及腳。面對,0.0
260,290001,只覺得係玩。」 老師視而不見　簡單訓示了____事____ 欺凌問題，老師亦視而不見！有一次被毆打,0.0
261,290001,覺得係玩。」 老師視而不見　簡單訓示了事____ ____欺凌問題，老師亦視而不見！有一次被毆打後,0.0
262,291279,敗一眾猛男，接連通過美海豹突擊隊、英SA____S____特種兵以及俄羅斯特種部隊的挑選測試，顛覆,0.0
263,290463,哀傷輔導解開鬱結 起初，黃女士希望能維持____故____有生活素質，使女兒不用適應新生活，她在女,1.0
264,290463,，認為時間就是最好療藥。時間一分一秒地過____分____，她們卻走進死胡同，既無法疏導情緒，又無,1.0
265,290463,，喪親哀傷仍人之常情，找同路人傾訴有助舒____發____心情，亦可接受哀傷輔導，不要待情緒惡化才,0.0
266,291353,____萬____民福音傳播部部長斐洛尼樞機（Cardin,0.0
267,291371,、再撞越長約15米的鐵絲網及兩個交通路障____水____馬後。跌落「內街」翔東路翻側，橫亙來回兩,0.0
268,291371,越長約15米的鐵絲網及兩個交通路障水馬後____。____跌落「內街」翔東路翻側，橫亙來回兩線。救,1.0
269,291238,教席（AM），後者於2006年至2008____間____署任助理教席（AM），分別被教育局追討1,0.0
270,291199,國第一童星」，不過現年19歲的她於今年初____她____內地出席商演活動時，就因為身形圓潤了不少,1.0
271,291351, 。其他國家亦繼續表達關注。巴西外長阿勞____若____上周五（2月1日）表示， 希望中國和俄羅,0.0
272,291369,5度，石崗更會高達27度，而下午氣溫將繼____繽____上升，打鼓嶺、上水及石崗最高將見28度。,1.0
273,291369,帶備外套隨身。而飲食上可配合春季進食具升____發____作用食物如韭菜等，而進食紅棗及枸杞，就可,0.0
274,289980,姑且有可愛氣場保護，還可以用「Uncle____，____Auntie」帶過，因此你需要這個APP,0.0
275,289980,且有可愛氣場保護，還可以用「Uncle，____A____untie」帶過，因此你需要這個APP！,0.0
276,289980,有可愛氣場保護，還可以用「Uncle，A____u____ntie」帶過，因此你需要這個APP！用,0.0
277,289980,可愛氣場保護，還可以用「Uncle，Au____n____tie」帶過，因此你需要這個APP！用法,0.0
278,289980,愛氣場保護，還可以用「Uncle，Aun____t____ie」帶過，因此你需要這個APP！用法很,0.0
279,289980,氣場保護，還可以用「Uncle，Aunt____i____e」帶過，因此你需要這個APP！用法很簡,0.0
280,289980,自己每餐的食物，程式便計算到你有沒有過分____涉____取卡路里！ 3.WhatSticker ,1.0
281,289980,+ 五色學倉頡Online 香港地最多人____就____用的通訊程式就是Whatsapp，新年問,1.0
282,291362,費基亞建功，最終以2：1反敗為勝，贈PS____G____今季法甲首場敗仗。,0.0
